排名,商品ID,商品标题,店铺,主图透出价格,核心材质与卖点,营销活动与服务,视觉版式风格,1.8米规格直达链接,标准商品链接,主图原图高清链接,本地主图文件名,生意参谋支付金额,支付件数,支付买家数,客单价,主图OCR完整文案
29,721092643270,睡眠骑士记忆棉床垫五星级酒店床垫卧室加厚乳胶30cm厚家用软垫,睡眠骑士床垫企业店,未透出,天然乳胶 | 零压记忆棉,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=721092643270,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=721092643270,https://img.alicdn.com/bao/uploaded/i1/720743073/O1CN01LUfxMa1YZUESUoVg9_!!720743073.jpg,029_721092643270.jpg,"6,678.00 0.57%",4 0.13%,4,"1,669.50",SLEEP° 睡眠骑士 官方优选 KNIGHT 记忆棉酒店床垫 舒适睡感5CM记忆棉 uydogs 30CM 200天免费试睡 20年超长质保 加厚贴合 现货速发 顺丰送到家 部分尺寸 及地区 花呗分期免息 365天免费仓储 免费送货到家
30,1051956336669,麻师傅全拆席梦思床垫酷布独立袋弹簧酒店记忆棉乳胶软硬可调家用,麻师傅舒梦专卖店,未透出,天然乳胶 | 独立袋装弹簧 | 零压记忆棉,平台/政府大额补贴 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1051956336669,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1051956336669,https://img.alicdn.com/bao/uploaded/i4/2221247863396/O1CN01FCGZvfuX4wB1chua_!!4611686018427386468-0-item_pic.jpg,030_1051956336669.jpg,"6,571.92 0.56%",6 0.20%,6,"1,095.32",麻师傅 ? 全拆软硬睡感可调节 政府补贴 15% + 家装节 12% Masu岛傅 拒绝 下单赠送大件运费险 甲醛 静音酷布独立袋弹簧
31,42242821658,铂马仕 加厚进口乳胶床垫 超软席梦思弹簧床垫1.5m 1.8米单双人,铂马仕旗舰店,￥500,天然乳胶,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=42242821658,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=42242821658,https://img.alicdn.com/bao/uploaded/i3/2165873208/O1CN01ScF4mXUkiRB2vH2e_!!4611686018427386424-0-item_pic.jpg,031_42242821658.jpg,"6,431.42 0.55%",4 0.13%,4,"1,607.86",铂马仕 家装节 POMOSER 5CM进口乳胶 蜂巢加密弹簧五星级酒店睡眠 ARCHITEC POMOSER POMOSER 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
32,837948013130,甜蜜睡眠朗月床垫偏硬护脊弹簧黄麻无胶水席梦思可拆透气家用卧室,甜蜜睡眠旗舰店,￥1181,护脊偏硬支撑 | 环保椰棕/黄麻 | 亲肤透气面料,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=837948013130,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=837948013130,https://img.alicdn.com/bao/uploaded/i3/2215897735682/O1CN01Yf6clFXR1yJ2R3rs_!!4611686018427380226-0-item_pic.jpg,032_837948013130.jpg,"5,862.60 0.50%",3 0.10%,2,"2,931.30",甜蜜睡眠丨朗月系列 家装节 Tianmishuimian 护脊撑腰硬床垫 政府补贴！ 立减 15% （告别腰酸背痛整垫可拆卸） 9折券 无门槛消费券（至高减150） 88VIP专享 Zzz 甜蜜睡眠 sweetsleepmattress 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 1181 43% ￥ + + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
33,1016986066309,派乐熊儿童专用薄弹簧床垫10cm青少年偏硬席梦思护脊学生家用15厚,PARELER BEAR旗舰店,未透出,护脊偏硬支撑 | 独立袋装弹簧,平台/政府大额补贴,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1016986066309,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1016986066309,https://img.alicdn.com/bao/uploaded/i1/2219146481808/O1CN01jFKsNbeMHuF1chua_!!4611686018427383952-0-item_pic.jpg,033_1016986066309.jpg,"5,426.00 0.46%",5 0.17%,5,"1,085.20",派乐熊×专注儿童健康睡眠 1054颗专利儿童小弹簧 15% 政府补贴 因地区差异，补贴（优惠）信息详见支付页面 家装节 88VIP消费券 立减12% 88VIP专享 儿童 8/10/15CM薄弹簧床垫 专用 儿童专用加密独立袋弹簧
34,786030574869,ROZO华夫格席梦思护脊床垫国家补贴适中独立弹簧黄麻乳胶偏硬家用,rozo家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 抗菌防螨健康,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=786030574869,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=786030574869,https://img.alicdn.com/bao/uploaded/i2/2939975400/O1CN01GIn4jhXXdwG2vH2e_!!4611686018427385576-2-item_pic.png,034_786030574869.jpg,"5,174.76 0.44%",5 0.17%,5,"1,034.95",ROZO? 秋季家装节 X 零胶水 加“硬”承托撑腰护脊 抗菌防螨|拒绝甲醛 实付满1500立减 ￥150 88VIP消费券 实付满480立减 ￥60 88VIP消费券 政府补贴 12% 至高立减约 官方 下单立减 15% 45% 活动 限时优惠券89 咨询客服 全网低价 正品保障·售后无忧·买贵退差价
35,908411378814,铂马仕S黄麻床垫家用卧室薄儿童加硬垫可拆洗无甲醛双人椰棕乳胶,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=908411378814,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=908411378814,https://img.alicdn.com/bao/uploaded/i3/2165873208/O1CN01K1yAy9668AI2vH2e_!!4611686018427386424-0-item_pic.jpg,035_908411378814.jpg,"5,135.22 0.44%",5 0.17%,5,"1,027.04",铂马仕 家装节 POMOSER 护脊S黄麻高透气 全拆设计全家人适用的床垫 POMOSER 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 200天真正免费试睡
37,562872250776,席梦思床垫硬垫家用软硬双面椰棕五星酒店薄款15cm厚乳胶弹簧定制,优群家居正品商城,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=562872250776,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=562872250776,https://img.alicdn.com/bao/uploaded/i4/3346353128/O1CN01C7Eekyyfv1C2vH2e_!!3346353128.jpg,037_562872250776.jpg,"4,815.00 0.41%",3 0.10%,3,"1,605.00",极有家 超级立减 JIYOUJIA.COM 奢享五星优质睡眠 100天免费试睡 塌陷包赔 五年质保支持定制 拒绝甲醛胶水无异味 10 顺丰速发 % 官方优惠 下单立减 （详情咨询客服）
38,1050149631481,国家补贴品味布帆乳胶独立弹簧床垫黄麻1.8米 席梦思双人家用软硬,品味布帆家居旗舰店,未透出,天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1050149631481,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1050149631481,https://img.alicdn.com/bao/uploaded/i1/2222488681261/O1CN01qXPcZqxexHI21stE_!!4611686018427386669-0-item_pic.jpg,038_1050149631481.jpg,"4,698.38 0.40%",6 0.20%,5,939.68,品味布帆 ? 家装节 权威检测 认证产品 AAAAA质量I睡得放心 品味布筑 双重补贴-下单立减 政府补贴 官方补贴 立减15% 立减12% 详情咨询客服 详情咨询客服 到手价 120天免费试睡 88VIP专享消费券 598 20年超长质保 48小时快速发货 100天保价 夫 3期花呗免息 免费仓储 送货入户无需安装 1.8×2米经典A款
39,743609626271,派乐熊全拆儿童专用薄弹簧床垫青少年偏硬席梦思护脊学生家用15cm,派乐熊旗舰店,未透出,护脊偏硬支撑,平台/政府大额补贴,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=743609626271,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=743609626271,https://img.alicdn.com/bao/uploaded/i3/2215984907648/O1CN01RZh87Nya4SG1chua_!!4611686018427381120-0-item_pic.jpg,039_743609626271.jpg,"4,684.00 0.40%",3 0.10%,3,"1,561.33",派乐熊×专注儿童健康睡眠 全拆儿童薄款弹簧床垫 15% 政府补贴 因地区差异，补贴(优惠)信息详见支付页面 家装节 88VIP消费券 立减12% 88VIP专享 全拆软硬睡感可调节 A类 纯棉 12-15CM儿童薄弹簧床垫
40,1007724840079,睡眠骑士S1 全拆床垫0胶水家用席梦思天然黄麻护脊酷布四叶草弹簧,睡眠骑士床垫企业店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1007724840079,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1007724840079,https://img.alicdn.com/bao/uploaded/i4/720743073/O1CN01MvNbmRTh29C2vH2e_!!720743073.jpg,040_1007724840079.jpg,"4,534.00 0.39%",2 0.07%,2,"2,267.00",SLEEP 官方优选 睡眠骑士 KNIGHT 整张床垫O胶水 S1全拆|材料可见 林 睡眠骑士 23-25CM 现货速发顺丰送到家 SF 0胶全拆 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
41,642438274024,ROZO席梦思床垫护脊家用记忆棉乳胶弹簧椰棕双面五星级酒店22cm厚,rozo家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 零压记忆棉 | 双面双睡感/可拆洗,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=642438274024,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=642438274024,https://img.alicdn.com/bao/uploaded/i3/2939975400/O1CN01wfkpSeSbQwB2vH2e_!!4611686018427385576-2-item_pic.png,041_642438274024.jpg,"4,147.85 0.35%",3 0.10%,3,"1,382.62",ROZO°X J 秋季家装节 黑金系列 双螺旋弹簧床垫 软硬适中丨睡得轻松 实付满1500立减 150 夫 88VIP消费券 实付满480立减 ROZO 60 夫 88VIP消费券 政府补贴 12% 至高立减约 官方 下单立减 15% 45% 活动 叠加使用优惠券 咨询客服
42,595066893675,铂马仕席梦思床垫乳胶弹簧家用双人软垫卧室酒店厚垫1.8m可拆,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 智能调节深睡,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=595066893675,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=595066893675,https://img.alicdn.com/bao/uploaded/i4/2165873208/O1CN01dq4kYKUg4sE2vH2e_!!4611686018427386424-0-item_pic.jpg,042_595066893675.jpg,"4,136.00 0.35%",3 0.10%,3,"1,378.67",铂马仕 家装节 POMOSER 双核护脊支撑 软硬双核心深睡系统 铂马仕 POMOSER POMOSER 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 88折消费券 惊喜红包 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 100天真正免费试睡
43,973610633655,派乐熊全拆儿童床垫可拆卸0胶水工艺调节软硬护脊独立弹簧席梦思,派乐熊旗舰店,未透出,护脊偏硬支撑,常规销售,产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=973610633655,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=973610633655,https://img.alicdn.com/bao/uploaded/i1/2215984907648/O1CN01rz2h2n26MqGB4lhLu_!!4611686018427381120-0-item_pic.jpg,043_973610633655.jpg,"3,999.90 0.34%",2 0.07%,2,"1,999.95",派乐熊×专注儿童健康睡眠 全拆双层护脊弹簧床垫 派乐熊 Pareler Bear A类 全拆软硬睡感可调节 纯棉 四叶形0胶工艺酷布袋弹簧
44,788457904913,加密独立袋弹簧偏硬护脊床垫黄麻席梦思乳胶硬20cm记忆棉床垫,CEFALU旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻 | 零压记忆棉 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=788457904913,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=788457904913,https://img.alicdn.com/bao/uploaded/i3/1692273605/O1CN01bj9cwY5LCnC2vH2e_!!4611686018427382725-0-item_pic.jpg,044_788457904913.jpg,"3,839.00 0.33%",4 0.13%,3,"1,279.67",® 甄选 CEFALU× 超级立减 尖货 OTIIIN 1258个加密小弹簧 护脊撑腰睡感可选 15 再省% 可叠加店内任何优惠活动 政府补贴 快递包邮 免费试睡200天 享政府补贴 预计下单直降 25% 优惠直降10%叠加使用 （环保透气软硬可选拒绝甲醛送货上门） 详情咨询客服
45,532960004497,棕葆王国天然环保黄麻椰棕床垫儿童3e棕1.35米榻榻米棕榈加硬神器,棕葆王国品牌店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=532960004497,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=532960004497,https://img.alicdn.com/bao/uploaded/i1/251231227/O1CN01EHsGlH6hScC2vH2e_!!251231227.jpg,045_532960004497.jpg,"3,509.00 0.30%",4 0.13%,3,"1,169.67",超级立减 棕葆王国 可拆洗 环保无胶 保护脊椎为你撑腰 S型环保精细黄麻有异味退全款 立减 活动优惠 软硬两用 体验双重睡感 10% 免费试睡 保 20年不塌陷 花呗3期免息 顺丰送货入户
46,769966237344,月光之家乳胶弹簧床垫1.8米家用软垫席梦思 1.5m记忆棉黄麻棕垫硬,moonlightfamily旗舰店,未透出,天然乳胶 | 环保椰棕/黄麻 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 热销爆款背书 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=769966237344,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=769966237344,https://img.alicdn.com/bao/uploaded/i4/919851856/O1CN01hfneo6H41oG32pKq_!!4611686018427384656-0-item_pic.jpg,046_769966237344.jpg,"3,455.00 0.29%",2 0.07%,2,"1,727.50",Moonlight family MOONLICHT 月光之家 家装节 FAMILY 店铺销冠PLUS系列 软硬齐全厚度21-25CM Moonligu family 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
48,1028454725472,儿童护脊黄麻乳胶折叠床垫家用环保席梦思高低床天然椰棕1.2m定制,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1028454725472,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=1028454725472,https://img.alicdn.com/bao/uploaded/i1/2165873208/O1CN01x7dE7RRZ98G2vH2e_!!4611686018427386424-0-item_pic.jpg,048_1028454725472.jpg,"3,358.59 0.29%",4 0.13%,3,"1,119.53",铂马仕 家装节 POMOSER 儿童折叠黄麻垫 榻榻米可用便捷收纳 轻松搬运 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
49,714642283854,派乐熊全拆儿童床垫0胶水工艺酷布独立袋弹簧青少年护脊硬席梦思,派乐熊儿童床垫品牌店,未透出,护脊偏硬支撑 | 独立袋装弹簧,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=714642283854,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=714642283854,https://img.alicdn.com/bao/uploaded/i1/371424161/O1CN01ZhOkB01gbnB78gsut_!!371424161.jpg,049_714642283854.jpg,"3,269.76 0.28%",2 0.07%,1,"3,269.76",派乐熊×专注儿童健康睡眠 全拆1480颗四叶形0胶弹簧 派乐熊 Pareler Bear A类 全拆软硬睡感可调节 纯棉 儿童专用0胶加密酷布弹簧
50,15292785950,月光之家天然纯乳胶床垫超薄可全拆分区按摩软榻榻米1.8米可定制,moonlightfamily旗舰店,未透出,天然乳胶 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=15292785950,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=15292785950,https://img.alicdn.com/bao/uploaded/i3/919851856/O1CN01Ruhi3JVbMXK32pKq_!!4611686018427384656-0-item_pic.jpg,050_15292785950.jpg,"3,149.00 0.27%",2 0.07%,2,"1,574.50",Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆可洗纯乳胶床垫 适中偏软厚度6-13CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
51,826540116802,睡眠骑士五星级酒店床垫双面20cm厚乳胶席梦思硬垫加硬家用记忆棉,睡眠骑士床垫企业店,未透出,护脊偏硬支撑 | 天然乳胶 | 零压记忆棉 | 双面双睡感/可拆洗,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=826540116802,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=826540116802,https://img.alicdn.com/bao/uploaded/i4/720743073/O1CN01Xdj6rv1YZUESn9IB0_!!720743073.jpg,051_826540116802.jpg,"3,120.00 0.27%",2 0.07%,1,"3,120.00","SLEEP"""" 睡眠骑士 官方优选 KNIGHT FIVE-STAR HOTEL MATTRESS 五星护脊弹簧床垫 厚度：20/22/24CM 15-24CM 现货速发顺丰送到家 SF 加硬护脊 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家"
